base_rank,base_cfg_id,variant_idx,variant_id,stop_tag,stop_loss_pct,reentry_mode,reentry_param,cagr,sharpe,max_drawdown,calmar,sortino,volatility,n_switches,n_stops,avg_bars_stopped,longest_stop_bars,delta_cagr,delta_mdd,effectiveness,base_filter,base_lookback,base_threshold_pct,base_buy_leverage,base_sell_leverage
1,SMA_N150_th0_bL2_sL0,14,01_SMA_N150_th0_bL2_sL0_sl20_rec15,sl20_rec15,0.2,recovery_trigger,0.15,0.13274968978975354,0.6063702217994349,0.48788221331796744,0.27209372706366036,0.8304011189300654,0.2630547135899184,80,14,58.857142857142854,115,-0.1204904518620391,-0.08258454965364714,-0.6854032695321451,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,15,01_SMA_N150_th0_bL2_sL0_sl25_next,sl25_next,0.25,next_signal,,0.2587596586589036,0.9448301376593258,0.3568916467580972,0.7250370273706408,1.321574093289146,0.28768207076801383,94,6,23.666666666666668,86,0.005519517007110952,0.04840601690622309,8.76997332264041,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,16,01_SMA_N150_th0_bL2_sL0_sl25_cool21,sl25_cool21,0.25,time_cooldown,21.0,0.24751528813778867,0.9141471896232147,0.4058353852958943,0.609890850097572,1.2764303748926746,0.28744366776057695,94,6,21.0,21,-0.00572485351400398,-0.0005377216315740063,-0.0939275791526624,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,17,01_SMA_N150_th0_bL2_sL0_sl25_cool63,sl25_cool63,0.25,time_cooldown,63.0,0.21756824784307804,0.8588356935376611,0.43536234418264347,0.49974062008404585,1.1921676553372706,0.27289878680309004,88,6,63.0,63,-0.035671893808714605,-0.030064680518323172,-0.8428114492474297,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,18,01_SMA_N150_th0_bL2_sL0_sl25_cool126,sl25_cool126,0.25,time_cooldown,126.0,0.15641837826139882,0.694272433455851,0.41212799726778876,0.379538345607136,0.9551704174988487,0.25737154941367346,82,5,126.0,126,-0.09682176339039383,-0.006830333603468464,-0.07054543693785002,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,19,01_SMA_N150_th0_bL2_sL0_sl25_rec5,sl25_rec5,0.25,recovery_trigger,0.05,0.22965467856387978,0.8501880724304941,0.46347625850953117,0.4955047304956119,1.1762757654979825,0.2946593895898099,98,7,8.714285714285714,25,-0.023585463087912872,-0.058178594845210874,-2.466714120827518,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,20,01_SMA_N150_th0_bL2_sL0_sl25_rec10,sl25_rec10,0.25,recovery_trigger,0.1,0.2341508744637979,0.8795625678017119,0.44610448880809306,0.5248789921155127,1.2239889635267323,0.2860462144302107,90,6,33.166666666666664,78,-0.019089267187994752,-0.04080682514377276,-2.1376842150041355,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,21,01_SMA_N150_th0_bL2_sL0_sl25_rec15,sl25_rec15,0.25,recovery_trigger,0.15,0.20731582772529267,0.8116776061626486,0.4992922394442419,0.41521940728751205,1.1276227336285642,0.281151124046253,88,6,55.5,102,-0.04592431392649998,-0.0939945757799216,-2.046727925655158,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,22,01_SMA_N150_th0_bL2_sL0_sl30_next,sl30_next,0.3,next_signal,,0.260577709490851,0.9313635144541941,0.37262370836054143,0.6993052337902304,1.3001279892254363,0.2960684876947888,96,2,19.0,24,0.007337567839058368,0.03267395530377887,4.452968070680479,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,23,01_SMA_N150_th0_bL2_sL0_sl30_cool21,sl30_cool21,0.3,time_cooldown,21.0,0.263510877632384,0.9394343851760337,0.34863249088058373,0.7558414219133803,1.3116116552224184,0.29596949199055256,92,2,21.0,21,0.010270735980591361,0.05666517278373656,5.517148224900036,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,24,01_SMA_N150_th0_bL2_sL0_sl30_cool63,sl30_cool63,0.3,time_cooldown,63.0,0.2362876299080945,0.8770261904404834,0.3882315943491449,0.6086254528156614,1.216482584061379,0.2902996712794838,88,2,63.0,63,-0.016952511743698162,0.017066069315175403,1.0066985691084658,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,25,01_SMA_N150_th0_bL2_sL0_sl30_cool126,sl30_cool126,0.3,time_cooldown,126.0,0.20268241649638208,0.7964937233783329,0.43529584784370245,0.46561991689191884,1.1057932324920057,0.2819929082068691,88,2,126.0,126,-0.05055772515541057,-0.02999818417938216,-0.5933452125697911,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,26,01_SMA_N150_th0_bL2_sL0_sl30_rec5,sl30_rec5,0.3,recovery_trigger,0.05,0.25324014165179265,0.9099415195110357,0.4052976636643203,0.6248250714357282,1.267001543009164,0.29690855340239214,98,2,6.5,12,0.0,0.0,0.0,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,27,01_SMA_N150_th0_bL2_sL0_sl30_rec10,sl30_rec10,0.3,recovery_trigger,0.1,0.26217411414485126,0.9384449673445541,0.34651275395367553,0.7566074008920916,1.3084325683299505,0.29478468522844814,88,2,38.0,63,0.008933972493058606,0.05878490971064476,6.579929561717214,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,28,01_SMA_N150_th0_bL2_sL0_sl30_rec15,sl30_rec15,0.3,recovery_trigger,0.15,0.25495130150521694,0.9225313893647512,0.34651275395367526,0.735763110004606,1.2857133199552573,0.29310830189214115,88,2,70.0,120,0.0017111598534242933,0.05878490971064504,34.353838767902026,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,29,01_SMA_N150_th0_bL2_sL0_sl35_next,sl35_next,0.35,next_signal,,0.25516389182774146,0.9154865405021215,0.4052976636643203,0.6295715833167888,1.2746442628224288,0.2967290222929409,96,2,16.0,22,0.001923750175948813,0.0,0.0,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,30,01_SMA_N150_th0_bL2_sL0_sl35_cool21,sl35_cool21,0.35,time_cooldown,21.0,0.25098812674077187,0.9052541810426755,0.40529766366432035,0.6192686246241176,1.2586263173963692,0.296246435351965,96,2,21.0,21,-0.002252014911020783,-5.551115123125783e-17,-2.4649548703963058e-14,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,31,01_SMA_N150_th0_bL2_sL0_sl35_cool63,sl35_cool63,0.35,time_cooldown,63.0,0.2193675335702283,0.8287020380844226,0.46408721878263026,0.47268600532818367,1.1457083077948917,0.2907712422172318,96,2,63.0,63,-0.03387260808156434,-0.058789555118309966,-1.7356075734335628,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,32,01_SMA_N150_th0_bL2_sL0_sl35_cool126,sl35_cool126,0.35,time_cooldown,126.0,0.19210792018341416,0.7667215335403808,0.4632240583360821,0.41471922005405526,1.0629792042418127,0.28108418657808065,96,2,126.0,126,-0.06113222146837849,-0.057926394671761805,-0.947559131344917,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,33,01_SMA_N150_th0_bL2_sL0_sl35_rec5,sl35_rec5,0.35,recovery_trigger,0.05,0.25030803586849215,0.9032912196152706,0.4052976636643201,0.617590621187999,1.2558796820563594,0.2963079060187112,96,2,6.5,11,-0.002932105783300498,2.220446049250313e-16,7.572871558374978e-14,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,34,01_SMA_N150_th0_bL2_sL0_sl35_rec10,sl35_rec10,0.35,recovery_trigger,0.1,0.24401140314891712,0.8890383152272172,0.40911811266725867,0.5964326574496468,1.235283879919567,0.2949103260571774,96,2,44.5,78,-0.009228738502875533,-0.0038204490029383753,-0.4139730475349347,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,35,01_SMA_N150_th0_bL2_sL0_sl35_rec15,sl35_rec15,0.35,recovery_trigger,0.15,0.23675283647485834,0.870858616345678,0.4200631715952789,0.5636124575637975,1.2097943585304898,0.29404903505172103,96,2,60.0,102,-0.016487305176934308,-0.014765507930958599,-0.8955683037647354,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,36,01_SMA_N150_th0_bL2_sL0_sl40_next,sl40_next,0.4,next_signal,,0.25324014165179265,0.9099415195110357,0.4052976636643203,0.6248250714357282,1.267001543009164,0.29690855340239214,98,1,22.0,22,0.0,0.0,0.0,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,37,01_SMA_N150_th0_bL2_sL0_sl40_cool21,sl40_cool21,0.4,time_cooldown,21.0,0.25324014165179265,0.9099415195110357,0.4052976636643203,0.6248250714357282,1.267001543009164,0.29690855340239214,98,1,21.0,21,0.0,0.0,0.0,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,38,01_SMA_N150_th0_bL2_sL0_sl40_cool63,sl40_cool63,0.4,time_cooldown,63.0,0.22464226694717682,0.8405100649989229,0.46408721878263015,0.48405182874125885,1.1640216966966925,0.2923770010850154,98,1,63.0,63,-0.028597874704615833,-0.058789555118309855,-2.0557316138188737,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,39,01_SMA_N150_th0_bL2_sL0_sl40_cool126,sl40_cool126,0.4,time_cooldown,126.0,0.2078814410919494,0.8068361022853529,0.4632240583360822,0.4487708212709572,1.1216005813952148,0.28465946464694286,98,1,126.0,126,-0.04535870055984326,-0.057926394671761916,-1.2770735042406622,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,40,01_SMA_N150_th0_bL2_sL0_sl40_rec5,sl40_rec5,0.4,recovery_trigger,0.05,0.25324014165179265,0.9099415195110357,0.4052976636643203,0.6248250714357282,1.267001543009164,0.29690855340239214,98,1,2.0,2,0.0,0.0,0.0,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,41,01_SMA_N150_th0_bL2_sL0_sl40_rec10,sl40_rec10,0.4,recovery_trigger,0.1,0.25324014165179265,0.9099415195110357,0.4052976636643203,0.6248250714357282,1.267001543009164,0.29690855340239214,98,1,11.0,11,0.0,0.0,0.0,SMA,150,0.0,2.0,0.0
1,SMA_N150_th0_bL2_sL0,42,01_SMA_N150_th0_bL2_sL0_sl40_rec15,sl40_rec15,0.4,recovery_trigger,0.15,0.25324014165179265,0.9099415195110357,0.4052976636643203,0.6248250714357282,1.267001543009164,0.29690855340239214,98,1,18.0,18,0.0,0.0,0.0,SMA,150,0.0,2.0,0.0
2,SMA_N150_th0_bL3_sL0,0,02_SMA_N150_th0_bL3_sL0_baseline,baseline,,—,,0.35757243397729543,0.9147530016564427,0.5507692734609576,0.6492236426523215,1.2745224403340283,0.442582309135837,98,0,,0,0.0,0.0,0.0,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,1,02_SMA_N150_th0_bL3_sL0_sl15_next,sl15_next,0.15,next_signal,,0.2750288240240084,0.9426910874991856,0.4484781291936909,0.6132491332820995,1.3376671437276748,0.30881710308346855,92,24,69.83333333333333,394,-0.08254360995328702,0.10229114426726671,1.239237589986132,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,2,02_SMA_N150_th0_bL3_sL0_sl15_cool21,sl15_cool21,0.15,time_cooldown,21.0,0.27040143028500374,0.8402926882538562,0.4700974881671523,0.5752028825749804,1.17028750112542,0.36486924994545866,108,40,21.0,21,-0.0871710036922917,0.08067178529380531,0.9254428867031493,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,3,02_SMA_N150_th0_bL3_sL0_sl15_cool63,sl15_cool63,0.15,time_cooldown,63.0,0.20665095714634152,0.7637902281207851,0.44388819220185405,0.46554731749288997,1.0598797653417982,0.3093282798232098,71,27,63.0,63,-0.15092147683095392,0.10688108125910356,0.7081900038575709,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,4,02_SMA_N150_th0_bL3_sL0_sl15_cool126,sl15_cool126,0.15,time_cooldown,126.0,0.03252392299262907,0.2546568767659426,0.5560362513231418,0.058492450654494675,0.3434357133881133,0.24586503087293998,55,20,126.0,126,-0.32504851098466636,-0.005266977862184219,-0.016203667096425123,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,5,02_SMA_N150_th0_bL3_sL0_sl15_rec5,sl15_rec5,0.15,recovery_trigger,0.05,0.2749083966053858,0.8279721883005297,0.510301160574261,0.5387179529359116,1.1469969058087728,0.3831075232603666,114,42,14.476190476190476,40,-0.08266403737190964,0.040468112886696606,0.4895491942237051,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,6,02_SMA_N150_th0_bL3_sL0_sl15_rec10,sl15_rec10,0.15,recovery_trigger,0.1,0.21301324531036414,0.7438575803691662,0.515567944792825,0.4131623144180561,1.0313101250170007,0.33657525988505277,76,32,42.28125,99,-0.1445591886669313,0.035201328668132637,0.24350806747565215,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,7,02_SMA_N150_th0_bL3_sL0_sl15_rec15,sl15_rec15,0.15,recovery_trigger,0.15,0.13812832146959364,0.586085386045573,0.6032472354485731,0.2289746448102357,0.8084935123706863,0.2966901425239411,58,25,80.12,215,-0.2194441125077018,-0.05247796198761545,-0.23914044167292772,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,8,02_SMA_N150_th0_bL3_sL0_sl20_next,sl20_next,0.2,next_signal,,0.23666705228986662,0.803465737252356,0.5367442840609322,0.44093073613989286,1.1190685125547137,0.3350274157674817,90,17,73.88235294117646,392,-0.12090538168742881,0.01402498940002539,0.1159997115453765,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,9,02_SMA_N150_th0_bL3_sL0_sl20_cool21,sl20_cool21,0.2,time_cooldown,21.0,0.24793105093391854,0.7686551932669036,0.5017926011541316,0.494090686797041,1.0644759021912409,0.3862863716457753,100,27,21.0,21,-0.1096413830433769,0.04897667230682601,0.446698782406362,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,10,02_SMA_N150_th0_bL3_sL0_sl20_cool63,sl20_cool63,0.2,time_cooldown,63.0,0.19973097575422294,0.7183835447435885,0.5462555588955031,0.3656365093255386,0.98627921263091,0.3304409747835583,66,21,63.0,63,-0.1578414582230725,0.004513714565454463,0.028596508270186966,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,11,02_SMA_N150_th0_bL3_sL0_sl20_cool126,sl20_cool126,0.2,time_cooldown,126.0,0.04789068530907303,0.3083094834073793,0.7067447444905555,0.067762350809689,0.41530046054340897,0.28740485939474847,57,17,126.0,126,-0.3096817486682224,-0.15597547102959786,-0.5036637506096693,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,12,02_SMA_N150_th0_bL3_sL0_sl20_rec5,sl20_rec5,0.2,recovery_trigger,0.05,0.24764131110649457,0.7510797758794361,0.549915176222865,0.4503263808928462,1.032416546757615,0.4055368024621925,106,30,12.266666666666667,35,-0.10993112287080087,0.0008540972380925993,0.007769385191274696,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,13,02_SMA_N150_th0_bL3_sL0_sl20_rec10,sl20_rec10,0.2,recovery_trigger,0.1,0.15197869495409932,0.5727306918472362,0.6700608801913679,0.22681326346151495,0.7820878547983345,0.3642193510701862,74,27,37.48148148148148,96,-0.2055937390231961,-0.11929160673041028,-0.5802297642777497,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,14,02_SMA_N150_th0_bL3_sL0_sl20_rec15,sl20_rec15,0.2,recovery_trigger,0.15,0.11458346779997108,0.49429318294752267,0.5360703000460919,0.21374709210735807,0.6749920377798537,0.3329135360567593,60,21,72.85714285714286,148,-0.24298896617732435,0.014698973414865701,0.06049234928691756,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,15,02_SMA_N150_th0_bL3_sL0_sl25_next,sl25_next,0.25,next_signal,,0.35940698402268856,0.9872862469791589,0.4857596023055403,0.7398865247683224,1.386639026409738,0.38817486939332635,94,13,42.92307692307692,392,0.001834550045393124,0.06500967115541734,35.43630293360925,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,16,02_SMA_N150_th0_bL3_sL0_sl25_cool21,sl25_cool21,0.25,time_cooldown,21.0,0.34617071565022495,0.9319305706707799,0.5113499580810712,0.6769741742999065,1.30594026523886,0.41019754522556257,84,16,21.0,21,-0.011401718327070487,0.03941931537988641,3.4573135600355296,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,17,02_SMA_N150_th0_bL3_sL0_sl25_cool63,sl25_cool63,0.25,time_cooldown,63.0,0.22195638874239587,0.7294537432569449,0.5151637734716368,0.43084626709415946,1.004844966195829,0.36948007901201363,69,15,63.0,63,-0.13561604523489956,0.03560549998932083,0.26254636704417095,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,18,02_SMA_N150_th0_bL3_sL0_sl25_cool126,sl25_cool126,0.25,time_cooldown,126.0,0.1085396928304907,0.47904050797158393,0.5861602692616571,0.18517067519299824,0.652979491595848,0.33033244979008725,65,13,126.0,126,-0.24903274114680474,-0.03539099580069949,-0.14211382663067787,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,19,02_SMA_N150_th0_bL3_sL0_sl25_rec5,sl25_rec5,0.25,recovery_trigger,0.05,0.34489170306392825,0.9122727556071445,0.5499151762228651,0.6271725494699811,1.2693149071083114,0.4251208660457229,96,17,12.058823529411764,27,-0.012680730913367189,0.0008540972380924883,0.06735394386392628,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,20,02_SMA_N150_th0_bL3_sL0_sl25_rec10,sl25_rec10,0.25,recovery_trigger,0.1,0.2969106727996693,0.8486223229733676,0.5637854812977829,0.5266376709740874,1.1790280444749277,0.40321253983362565,74,16,33.625,75,-0.06066176117762612,-0.013016207836825333,-0.21457022651736168,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,21,02_SMA_N150_th0_bL3_sL0_sl25_rec15,sl25_rec15,0.25,recovery_trigger,0.15,0.22462663419576545,0.7257416424527395,0.5267989575318354,0.426399162306981,1.0020755964962906,0.37964862729041043,70,15,60.333333333333336,120,-0.13294579978152998,0.023970315929122243,0.18030141582895207,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,22,02_SMA_N150_th0_bL3_sL0_sl30_next,sl30_next,0.3,next_signal,,0.2725696216403444,0.8262907267079719,0.5058277625027127,0.5388585638157467,1.149809121007057,0.38015685331275256,92,10,79.7,392,-0.08500281233695106,0.044941510958244946,0.5287061653924677,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,23,02_SMA_N150_th0_bL3_sL0_sl30_cool21,sl30_cool21,0.3,time_cooldown,21.0,0.2965796217967498,0.8326513328878061,0.48082192661016904,0.6168180055507422,1.1561273352662729,0.4180553345197579,90,14,21.0,21,-0.06099281218054564,0.06994734685078857,1.1468129497576942,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,24,02_SMA_N150_th0_bL3_sL0_sl30_cool63,sl30_cool63,0.3,time_cooldown,63.0,0.17342937763764454,0.6114019992222571,0.6475918558336338,0.2678066070092742,0.8356439705821659,0.3830861651047763,83,14,63.0,63,-0.1841430563396509,-0.09682258237267616,-0.5258008870781824,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,25,02_SMA_N150_th0_bL3_sL0_sl30_cool126,sl30_cool126,0.3,time_cooldown,126.0,0.14686567316788524,0.5697413399798477,0.5815678713418575,0.2525340212295782,0.7800069714582532,0.34814917708688625,85,10,126.0,126,-0.2107067608094102,-0.03079859788089989,-0.14616805726873677,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,26,02_SMA_N150_th0_bL3_sL0_sl30_rec5,sl30_rec5,0.3,recovery_trigger,0.05,0.3003392257734374,0.8263909740085696,0.6119464255327834,0.4907933329489601,1.1395663436347543,0.4325131778656633,96,15,9.866666666666667,20,-0.05723320820385802,-0.061177152071825835,-1.0689100609897657,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,27,02_SMA_N150_th0_bL3_sL0_sl30_rec10,sl30_rec10,0.3,recovery_trigger,0.1,0.25354484497037233,0.7562196140280004,0.5270432620409837,0.48107027113583756,1.0430213947724862,0.41282338745569785,86,14,33.214285714285715,85,-0.1040275890069231,0.02372601141997388,0.22807422191044818,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,28,02_SMA_N150_th0_bL3_sL0_sl30_rec15,sl30_rec15,0.3,recovery_trigger,0.15,0.16816956704889408,0.5942774882370154,0.640845331808352,0.2624183382507435,0.8131892380847928,0.3932256452842624,82,14,58.642857142857146,113,-0.18940286692840136,-0.0900760583473944,-0.47557917051723,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,29,02_SMA_N150_th0_bL3_sL0_sl35_next,sl35_next,0.35,next_signal,,0.2980085814361728,0.8583612905964656,0.48858953836438873,0.6099364764006037,1.1944329162347846,0.3965155731892218,94,6,81.83333333333333,381,-0.05956385254112262,0.06217973509656888,1.043917282778851,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,30,02_SMA_N150_th0_bL3_sL0_sl35_cool21,sl35_cool21,0.35,time_cooldown,21.0,0.3338785106607276,0.89205734367444,0.5443434658878828,0.6133600044525854,1.2429427791913528,0.4256298142240628,96,7,21.0,21,-0.023693923316567833,0.00642580757307476,0.2712006571145418,SMA,150,0.0,3.0,0.0
2,SMA_N150_th0_bL3_sL0,31,02_SMA_N150_th0_bL3_sL0_sl35_cool63,sl35_cool63,0.35,time_cooldown,63.0,0.2713838460995719,0.8044529942457674,0.5789097278141239,0.4687843942859218,1.1113504860284467,0.398249054649431,90,7,63.0,63,-0.08618858787772354,-0.028140454353166255,-0.3264986124739548,SMA,150,0.0,3.0,0.0
