rank_gain_desc,system_id,name,url,owner,account_type,leverage,platform,gain_pct,drawdown_pct,performance_img_id,raw_text
105,11720362,QuantLot Expert,https://www.myfxbook.com/members/freedomismylife/quantlot-expert/11720362,freedomismylife,Real (filter),,,147.23,38.18,11720362,QuantLot Expert freedomismylife +147.23% 38.18% +3.20% +16.57% Subscribe Copy Add to watch
106,11811208,ULTIMA LIVE,https://www.myfxbook.com/members/CIVILENGINEER/ultima-live/11811208,CIVILENGINEER,Real (filter),,,141.71,33.77,11811208,ULTIMA LIVE CIVILENGINEER +141.71% 33.77% +16.87% +123.88% Subscribe Copy Add to watch
107,10475959,SWM_Crown_2,https://www.myfxbook.com/members/Gwydaer/swm-crown-2/10475959,Gwydaer,Real (filter),,,140.82,9.41,10475959,SWM_Crown_2 Gwydaer +140.82% 9.41% +3.26% +16.03% Live update Subscribe Copy Add to watch
108,11797269,EMAS,https://www.myfxbook.com/members/einvanio/emas/11797269,einvanio,Real (filter),,,136.87,40.75,11797269,EMAS einvanio +136.87% 40.75% +15.33% +16.23% Subscribe Copy Add to watch
109,11799846,Real_500_Dollar,https://www.myfxbook.com/members/HoseinMirhaj2000/real-500-dollar/11799846,HoseinMirhaj2000,Real (filter),,,134.5,22.51,11799846,Real_500_Dollar HoseinMirhaj2000 +134.50% 22.51% +16.16% +83.36% Subscribe Copy Add to watch
110,11666204,MC BOT,https://www.myfxbook.com/members/sylarmc/mc-bot/11666204,sylarmc,Real (filter),,,133.5,5.87,11666204,MC BOT sylarmc +133.50% 5.87% +9.05% +23.24% Subscribe Copy Add to watch
111,10186011,BitProfit NV,https://www.myfxbook.com/members/orfeysoft/bitprofit-nv/10186011,orfeysoft,Real (filter),,,131.13,32.45,10186011,BitProfit NV orfeysoft +131.13% 32.45% +1.83% +5.59% Subscribe Copy Add to watch
112,11894660,Valetax MYR 9eGold Since January 2026,https://www.myfxbook.com/members/ronin47/valetax-myr-9egold-since-january/11894660,ronin47,Real (filter),,,129.06,40.94,11894660,Valetax MYR 9eGold Since January 2026 ronin47 +129.06% 40.94% +23.05% +129.04% Subscribe Copy Add to watch
113,11956967,Rxt Algo 1,https://www.myfxbook.com/members/RightXTechnolog/rxt-algo-1/11956967,RightXTechnolog,Real (filter),,,127.85,10.73,11956967,Rxt Algo 1 RightXTechnolog +127.85% 10.73% +21.62% +104.23% Subscribe Copy Add to watch
114,11900210,JDH - SmartMomentum Pro - Moderate,https://www.myfxbook.com/members/JDHtrader/jdh-smartmomentum-pro-moderate/11900210,JDHtrader,Real (filter),,,126.26,31.77,11900210,JDH - SmartMomentum Pro - Moderate JDHtrader +126.26% 31.77% +27.06% +126.26% Subscribe Copy Add to watch
115,11718566,Velocity And Sentinel,https://www.myfxbook.com/members/freedomismylife/velocity-sentinel/11718566,freedomismylife,Real (filter),,,123.46,28.85,11718566,Velocity And Sentinel freedomismylife +123.46% 28.85% +2.91% +13.59% Subscribe Copy Add to watch
116,11738600,GridCloseSystem-MA-CentVt,https://www.myfxbook.com/members/gongzx/gridclosesystem-ma-centvt/11738600,gongzx,Real (filter),,,122.81,19.03,11738600,GridCloseSystem-MA-CentVt gongzx +122.81% 19.03% +16.18% +72.71% Subscribe Copy Add to watch
117,11362577,Digital Pride standart risk,https://www.myfxbook.com/members/ixorek/digital-pride-standart-risk/11362577,ixorek,Real (filter),,,122.39,40.03,11362577,Digital Pride standart risk ixorek +122.39% 40.03% +4.70% +64.65% Subscribe Copy Add to watch
118,11812099,Kangaroo on RoboForex,https://www.myfxbook.com/members/almo/kangaroo-roboforex/11812099,almo,Real (filter),,,120.8,38.05,11812099,Kangaroo on RoboForex almo +120.80% 38.05% +14.74% +87.54% Subscribe Copy Add to watch
119,11301063,Advicefxrobot,https://www.myfxbook.com/members/Advicefxnet/advicefxrobot/11301063,Advicefxnet,Real (filter),,,118.15,28.36,11301063,Advicefxrobot Advicefxnet +118.15% 28.36% +5.04% +15.25% Subscribe Copy Add to watch
120,11166698,BreakTrustPro V2_UJ,https://www.myfxbook.com/members/WhynotTrader/breaktrustpro-v2-uj/11166698,WhynotTrader,Real (filter),,,117.97,43.15,11166698,BreakTrustPro V2_UJ WhynotTrader +117.97% 43.15% +4.23% -36.44% Subscribe Copy Add to watch
121,11845633,Siantarman Forex,https://www.myfxbook.com/members/siantatman77/siantarman-forex/11845633,siantatman77,Real (filter),,,116.91,44.57,11845633,Siantarman Forex siantatman77 +116.91% 44.57% +3.55% +69.76% Subscribe Copy Add to watch
122,11360733,Digital Pride low risk,https://www.myfxbook.com/members/ixorek/digital-pride-low-risk/11360733,ixorek,Real (filter),,,113.67,30.52,11360733,Digital Pride low risk ixorek +113.67% 30.52% +2.25% +45.16% Subscribe Copy Add to watch
123,12001985,SaturnX-Live,https://www.myfxbook.com/members/Denis_D/saturnx-live/12001985,Denis_D,Real (filter),,,113.23,14.2,12001985,SaturnX-Live Denis_D +113.23% 14.20% +26.73% +113.20% Subscribe Copy Add to watch
124,11457174,Twin Capital EA,https://www.myfxbook.com/members/eaforexcenterII/twin-capital-ea/11457174,eaforexcenterII,Real (filter),,,112.94,49.17,11457174,Twin Capital EA eaforexcenterII +112.94% 49.17% +6.01% +12.66% Subscribe Copy Add to watch
125,11833539,Fandaba EA,https://www.myfxbook.com/members/Aitio/fandaba-ea/11833539,Aitio,Real (filter),,,110.62,14.82,11833539,Fandaba EA Aitio +110.62% 14.82% +16.73% +57.23% Subscribe Copy Add to watch
126,11922548,Gold Vector Vantage,https://www.myfxbook.com/members/Spopobichi/gold-vector-vantage/11922548,Spopobichi,Real (filter),,,103.21,23.11,11922548,Gold Vector Vantage Spopobichi +103.21% 23.11% +22.70% +103.20% Subscribe Copy Add to watch
127,10987569,Japanese Trend EA,https://www.myfxbook.com/members/eaforexcenterII/japanese-trend-ea/10987569,eaforexcenterII,Real (filter),,,102.36,23.67,10987569,Japanese Trend EA eaforexcenterII +102.36% 23.67% +3.03% +23.86% Subscribe Copy Add to watch
128,11902382,BTCM Goldtrap,https://www.myfxbook.com/members/BTCMtradingbots/btcm-goldtrap/11902382,BTCMtradingbots,Real (filter),,,101.7,16.16,11902382,BTCM Goldtrap BTCMtradingbots +101.70% 16.16% +17.10% +101.72% Subscribe Copy Add to watch
129,11948042,EURUSD bot,https://www.myfxbook.com/members/Capital_Control/eurusd-bot/11948042,Capital_Control,Real (filter),,,100.37,37.61,11948042,EURUSD bot Capital_Control +100.37% 37.61% +9.33% +10.62% Subscribe Copy Add to watch
130,11960528,HP Trade Pro - ETH EA,https://www.myfxbook.com/members/isea87/hp-trade-pro-eth-ea/11960528,isea87,Real (filter),,,95.37,6.21,11960528,HP Trade Pro - ETH EA isea87 +95.37% 6.21% +79.86% +95.37% Subscribe Copy Add to watch
131,11304263,Divergen Pro EA,https://www.myfxbook.com/members/eaforexcenterII/divergen-pro-ea/11304263,eaforexcenterII,Real (filter),,,93.76,13.87,11304263,Divergen Pro EA eaforexcenterII +93.76% 13.87% +3.38% +15.49% Subscribe Copy Add to watch
132,11721944,Yen Trading,https://www.myfxbook.com/members/itmtrading/yen-trading/11721944,itmtrading,Real (filter),,,92.24,23.12,11721944,Yen Trading itmtrading +92.24% 23.12% +8.40% +52.58% Subscribe Copy Add to watch
133,11781038,FX-Pro,https://www.myfxbook.com/members/OlesyaFX/fx-pro/11781038,OlesyaFX,Real (filter),,,90.93,23.22,11781038,FX-Pro OlesyaFX +90.93% 23.22% +1.48% +26.84% Subscribe Copy Add to watch
134,10162962,BitProfit MTW,https://www.myfxbook.com/members/orfeysoft/bitprofit-mtw/10162962,orfeysoft,Real (filter),,,89.86,22.28,10162962,BitProfit MTW orfeysoft +89.86% 22.28% +1.39% +5.73% Subscribe Copy Add to watch
135,11259041,MyAutoProfit,https://www.myfxbook.com/members/MyAutoProfit46/myautoprofit/11259041,MyAutoProfit46,Real (filter),,,89.19,38.8,11259041,MyAutoProfit MyAutoProfit46 +89.19% 38.80% +3.24% +3.37% Subscribe Copy Add to watch
136,11488691,EasyGoal MT5,https://www.myfxbook.com/members/tec_daniel/easygoal-mt5/11488691,tec_daniel,Real (filter),,,86.92,36.36,11488691,EasyGoal MT5 tec_daniel +86.92% 36.36% +5.20% +21.56% Subscribe Copy Add to watch
137,11685996,Market Beast Dominator EA for XAUUSD by Fried,https://www.myfxbook.com/members/Fried/market-beast-dominator-ea-for/11685996,Fried,Real (filter),,,82.73,14.86,11685996,Market Beast Dominator EA for XAUUSD by Fried Fried +82.73% 14.86% +10.86% +7.58% Live update Subscribe Copy Add to watch
138,11827316,Sentinel,https://www.myfxbook.com/members/Fritak/sentinel/11827316,Fritak,Real (filter),,,82.71,13.32,11827316,Sentinel Fritak +82.71% 13.32% +11.45% +51.98% Live update Subscribe Copy Add to watch
139,11880178,Blackbeard Trading - Kurohige,https://www.myfxbook.com/members/BlackbeardTrade/blackbeard-trading-kurohige/11880178,BlackbeardTrade,Real (filter),,,82.43,4.9,11880178,Blackbeard Trading - Kurohige BlackbeardTrade +82.43% 4.90% +17.93% +82.46% Subscribe Copy Add to watch
140,11539361,UpFuji MT5,https://www.myfxbook.com/members/tec_daniel/upfuji-mt5/11539361,tec_daniel,Real (filter),,,82.26,24.6,11539361,UpFuji MT5 tec_daniel +82.26% 24.60% +5.14% +33.42% Subscribe Copy Add to watch
141,10958095,Grid%_Oil_TMGM,https://www.myfxbook.com/members/pumdekdee/grid-oil-tmgm/10958095,pumdekdee,Real (filter),,,80.36,47.68,10958095,Grid%_Oil_TMGM pumdekdee +80.36% 47.68% +2.87% +8.51% Subscribe Copy Add to watch
142,11818763,Samurai AI FBS,https://www.myfxbook.com/members/TopRank/samurai-ai-fbs/11818763,TopRank,Real (filter),,,79.52,11.92,11818763,Samurai AI FBS TopRank +79.52% 11.92% +11.69% +74.22% Subscribe Copy Add to watch
143,11920400,ChQuaid,https://www.myfxbook.com/members/DrGold007/chquaid/11920400,DrGold007,Real (filter),,,78.87,17.84,11920400,ChQuaid DrGold007 +78.87% 17.84% +20.21% +78.92% Subscribe Copy Add to watch
144,11528912,Tokyo Trader (REFINED),https://www.myfxbook.com/members/tulga/tokyo-trader-refined/11528912,tulga,Real (filter),,,78.76,30.38,11528912,Tokyo Trader (REFINED) tulga +78.76% 30.38% +4.68% +34.60% Subscribe Copy Add to watch
145,11852484,Axolotl Ultra,https://www.myfxbook.com/members/realElPollitoTim/axolotl-ultra/11852484,realElPollitoTim,Real (filter),,,76.59,27.4,11852484,Axolotl Ultra realElPollitoTim +76.59% 27.40% +14.10% +63.24% Subscribe Copy Add to watch
146,11920191,Aureus Gold - Client 1 Cent,https://www.myfxbook.com/members/tankbeta/aureus-gold-client-1-cent/11920191,tankbeta,Real (filter),,,75.3,26.15,11920191,Aureus Gold - Client 1 Cent tankbeta +75.30% 26.15% +25.22% +75.28% Subscribe Copy Add to watch
147,11077108,BarAussieSolo,https://www.myfxbook.com/members/Tradeworks/baraussiesolo/11077108,Tradeworks,Real (filter),,,75.07,20.87,11077108,BarAussieSolo Tradeworks +75.07% 20.87% +1.87% -1.41% Subscribe Copy Add to watch
148,11899909,Master Breakout EA,https://www.myfxbook.com/members/dd4lo/master-breakout-ea/11899909,dd4lo,Real (filter),,,74.95,22.26,11899909,Master Breakout EA dd4lo +74.95% 22.26% +2.64% -0.50% Live update Subscribe Copy Add to watch
149,11747362,GB Trading,https://www.myfxbook.com/members/GB2013/gb-trading/11747362,GB2013,Real (filter),,,72.6,17.36,11747362,GB Trading GB2013 +72.60% 17.36% +4.98% -15.31% Live update Subscribe Copy Add to watch
150,11023456,KING DOW JONES V2 - PAMM INFINOX,https://www.myfxbook.com/members/huzaifah/king-dow-jones-v2-pamm/11023456,huzaifah,Real (filter),,,72.28,21.78,11023456,KING DOW JONES V2 - PAMM INFINOX huzaifah +72.28% 21.78% +2.32% +3.85% Subscribe Copy Add to watch
151,10596758,SSA_Fix_Demo,https://www.myfxbook.com/members/seanpai/ssa-fix-demo/10596758,seanpai,Real (filter),,,72.04,11.54,10596758,SSA_Fix_Demo seanpai +72.04% 11.54% +1.90% +10.76% Subscribe Copy Add to watch
152,11973273,Wife's gift2,https://www.myfxbook.com/members/andourson/wifes-gift2/11973273,andourson,Real (filter),,,71.97,38.04,11973273,Wife's gift2 andourson +71.97% 38.04% +7.61% +40.77% Subscribe Copy Add to watch
153,11959611,EA Gold VIP,https://www.myfxbook.com/members/nguyenbahieu2020/ea-gold-vip/11959611,nguyenbahieu2020,Real (filter),,,69.88,8.59,11959611,EA Gold VIP nguyenbahieu2020 +69.88% 8.59% +7.55% +37.92% Subscribe Copy Add to watch
154,11874523,Sharma99 Reborn,https://www.myfxbook.com/members/Sharma999/sharma99-reborn/11874523,Sharma999,Real (filter),,,68.37,26.11,11874523,Sharma99 Reborn Sharma999 +68.37% 26.11% +14.89% +68.39% Subscribe Copy Add to watch
155,11720333,Velocity Algo,https://www.myfxbook.com/members/freedomismylife/velocity-algo/11720333,freedomismylife,Real (filter),,,67.02,29.17,11720333,Velocity Algo freedomismylife +67.02% 29.17% +1.74% +5.13% Subscribe Copy Add to watch
156,10921293,OIL Shine,https://www.myfxbook.com/members/shineshine/oil-shine/10921293,shineshine,Real (filter),,,66.08,49.8,10921293,OIL Shine shineshine +66.08% 49.80% +2.35% +8.87% Subscribe Copy Add to watch
157,11957167,GoldZILLA AI - Medium Risk,https://www.myfxbook.com/members/MetaSignalsPro/goldzilla-ai-medium-risk/11957167,MetaSignalsPro,Real (filter),,,65.94,14.17,11957167,GoldZILLA AI - Medium Risk MetaSignalsPro +65.94% 14.17% +14.29% +65.95% Subscribe Copy Add to watch
158,11869928,PAUK,https://www.myfxbook.com/members/JamshidNazarov/pauk/11869928,JamshidNazarov,Real (filter),,,64.65,35.65,11869928,PAUK JamshidNazarov +64.65% 35.65% +31.71% +64.70% Subscribe Copy Add to watch
159,11764009,UpEverest MT5,https://www.myfxbook.com/members/tec_daniel/upeverest-mt5/11764009,tec_daniel,Real (filter),,,63.83,14.3,11764009,UpEverest MT5 tec_daniel +63.83% 14.30% +4.21% +18.36% Subscribe Copy Add to watch
160,11072076,Golden Bug ICM,https://www.myfxbook.com/members/y8g9NkylxG/golden-bug-icm/11072076,y8g9NkylxG,Real (filter),,,63.82,27.16,11072076,Golden Bug ICM y8g9NkylxG +63.82% 27.16% +2.42% -13.58% Subscribe Copy Add to watch
161,11417448,B - Multi Risk Mode,https://www.myfxbook.com/members/KyleFont/b-multi-risk-mode/11417448,KyleFont,Real (filter),,,62.11,10.23,11417448,B - Multi Risk Mode KyleFont +62.11% 10.23% +3.34% +17.92% Subscribe Copy Add to watch
162,11657975,9Zero1 AbuTrader EA,https://www.myfxbook.com/members/GTigerInvest/9zero1-abutrader-ea/11657975,GTigerInvest,Real (filter),,,60.87,32.64,11657975,9Zero1 AbuTrader EA GTigerInvest +60.87% 32.64% +2.29% +43.25% Subscribe Copy Add to watch
163,11241563,NoPain MT4,https://www.myfxbook.com/members/tec_daniel/nopain-mt4/11241563,tec_daniel,Real (filter),,,59.65,18.82,11241563,NoPain MT4 tec_daniel +59.65% 18.82% +2.76% +15.82% Subscribe Copy Add to watch
164,11808772,QSeeds > Quant Trader,https://www.myfxbook.com/members/qseeds/qseeds--quant-trader/11808772,qseeds,Real (filter),,,56.65,13.41,11808772,QSeeds > Quant Trader qseeds +56.65% 13.41% +6.44% +0.00% Subscribe Copy Add to watch
165,11783800,Conta PAMM,https://www.myfxbook.com/members/Luizccp/conta-pamm/11783800,Luizccp,Real (filter),,,56.06,30.48,11783800,Conta PAMM Luizccp +56.06% 30.48% +5.23% +39.23% Subscribe Copy Add to watch
166,11551804,SP500,https://www.myfxbook.com/members/CopyTradeBG/sp500/11551804,CopyTradeBG,Real (filter),,,55.93,37.67,11551804,SP500 CopyTradeBG +55.93% 37.67% +3.39% +6.72% Subscribe Copy Add to watch
167,11902878,Alpha Money Printer Icmarkets,https://www.myfxbook.com/members/Osama007700/alpha-money-printer-icmarkets/11902878,Osama007700,Real (filter),,,54.58,18.56,11902878,Alpha Money Printer Icmarkets Osama007700 +54.58% 18.56% +14.94% +54.55% Subscribe Copy Add to watch
168,11880205,PRO TRADERS MT5 BOT,https://www.myfxbook.com/members/Amir_Nady/pro-traders-mt5-bot/11880205,Amir_Nady,Real (filter),,,54.1,35.23,11880205,PRO TRADERS MT5 BOT Amir_Nady +54.10% 35.23% +9.94% +20.13% Live update Subscribe Copy Add to watch
169,11478088,ZHeroFX - 28scalper EA,https://www.myfxbook.com/members/Zhero/zherofx-28scalper-ea/11478088,Zhero,Real (filter),,,52.8,9.85,11478088,ZHeroFX - 28scalper EA Zhero +52.80% 9.85% +2.32% +10.79% Subscribe Copy Add to watch
170,11931845,ZnalgoIronDome,https://www.myfxbook.com/members/znalgo/znalgoirondome/11931845,znalgo,Real (filter),,,52.65,22.37,11931845,ZnalgoIronDome znalgo +52.65% 22.37% +52.65% +52.64% Subscribe Copy Add to watch
171,11080364,Terminator 2,https://www.myfxbook.com/members/jovasu/terminator-2/11080364,jovasu,Real (filter),,,52.21,45.09,11080364,Terminator 2 jovasu +52.21% 45.09% +1.96% +3.74% Subscribe Copy Add to watch
172,11640205,Black A,https://www.myfxbook.com/members/DadeSubandryo/black/11640205,DadeSubandryo,Real (filter),,,51.95,24.22,11640205,Black A DadeSubandryo +51.95% 24.22% +3.86% +17.09% Subscribe Copy Add to watch
173,11729367,Algo6 - Darwinex WUJ,https://www.myfxbook.com/members/algo6/algo6-darwinex-wuj/11729367,algo6,Real (filter),,,51.75,30.83,11729367,Algo6 - Darwinex WUJ algo6 +51.75% 30.83% +5.17% +53.26% Subscribe Copy Add to watch
174,11644264,WayTradeScalper,https://www.myfxbook.com/members/Bonaneak09/waytradescalper/11644264,Bonaneak09,Real (filter),,,51.55,17.75,11644264,WayTradeScalper Bonaneak09 +51.55% 17.75% +4.54% +18.87% Subscribe Copy Add to watch
175,12012953,Tickmill Gold 866,https://www.myfxbook.com/members/DrAhmed8427/tickmill-gold-866/12012953,DrAhmed8427,Real (filter),,,51.02,20.3,12012953,Tickmill Gold 866 DrAhmed8427 +51.02% 20.30% +8.55% +3.92% Subscribe Copy Add to watch
176,11819008,EA Golden Star,https://www.myfxbook.com/members/bobstar/ea-golden-star/11819008,bobstar,Real (filter),,,50.79,15.02,11819008,EA Golden Star bobstar +50.79% 15.02% +7.32% +25.84% Subscribe Copy Add to watch
177,11900209,JDH - SmartMomentum Pro - Conservative,https://www.myfxbook.com/members/JDHtrader/jdh-smartmomentum-pro-conservative/11900209,JDHtrader,Real (filter),,,49.99,10.74,11900209,JDH - SmartMomentum Pro - Conservative JDHtrader +49.99% 10.74% +9.41% +29.39% Subscribe Copy Add to watch
178,11777073,NewsCatchAI,https://www.myfxbook.com/members/Bonaneak09/newscatchai/11777073,Bonaneak09,Real (filter),,,48.99,14.99,11777073,NewsCatchAI Bonaneak09 +48.99% 14.99% +5.84% +20.91% Subscribe Copy Add to watch
179,11835297,TradingBro,https://www.myfxbook.com/members/Vitea24/tradingbro/11835297,Vitea24,Real (filter),,,48.51,15.01,11835297,TradingBro Vitea24 +48.51% 15.01% +8.02% +22.90% Live update Subscribe Copy Add to watch
180,11720355,Sentinel AutoTrade,https://www.myfxbook.com/members/freedomismylife/sentinel-autotrade/11720355,freedomismylife,Real (filter),,,48.02,12.59,11720355,Sentinel AutoTrade freedomismylife +48.02% 12.59% +1.32% +10.01% Subscribe Copy Add to watch
181,11640232,Dark EURUSD,https://www.myfxbook.com/members/DadeSubandryo/dark-eurusd/11640232,DadeSubandryo,Real (filter),,,47.36,21.72,11640232,Dark EURUSD DadeSubandryo +47.36% 21.72% +3.56% +22.23% Subscribe Copy Add to watch
182,11839387,Tradesteady Gold Bot Triseries V9.3,https://www.myfxbook.com/members/asijavk/tradesteady-gold-bot-triseries-v93/11839387,asijavk,Real (filter),,,47.24,26.92,11839387,Tradesteady Gold Bot Triseries V9.3 asijavk +47.24% 26.92% +7.08% +8.30% Subscribe Copy Add to watch
183,11891190,Algoson Gold,https://www.myfxbook.com/members/streamyx/algoson-gold/11891190,streamyx,Real (filter),,,45.74,2.64,11891190,Algoson Gold streamyx +45.74% 2.64% +9.52% +15.82% Subscribe Copy Add to watch
184,11793421,KZ AI Reactor (Turbo) - USDJPY,https://www.myfxbook.com/members/Uttaya/kz-ai-reactor-turbo-usdjpy/11793421,Uttaya,Real (filter),,,44.57,27.36,11793421,KZ AI Reactor (Turbo) - USDJPY Uttaya +44.57% 27.36% +6.63% +32.43% Subscribe Copy Add to watch
185,11161731,Beta Vantage WTI,https://www.myfxbook.com/members/anawatzaa/beta-vantage-wti/11161731,anawatzaa,Real (filter),,,44.05,4.32,11161731,Beta Vantage WTI anawatzaa +44.05% 4.32% +2.15% +5.18% Subscribe Copy Add to watch
186,11488690,EasyGoal MT4,https://www.myfxbook.com/members/tec_daniel/easygoal-mt4/11488690,tec_daniel,Real (filter),,,43.52,38.32,11488690,EasyGoal MT4 tec_daniel +43.52% 38.32% +2.56% +2.32% Subscribe Copy Add to watch
187,11973539,Waheed-Ali,https://www.myfxbook.com/members/mhwaheed/waheed-ali/11973539,mhwaheed,Real (filter),,,42.85,6.77,11973539,Waheed-Ali mhwaheed +42.85% 6.77% +12.85% +42.86% Subscribe Copy Add to watch
188,12003754,Sidylabs HFTF ALGORITIMO IA BOT,https://www.myfxbook.com/members/SidyLabs/sidylabs-hftf-algoritimo-ia-bot/12003754,SidyLabs,Real (filter),,,41.89,7.38,12003754,Sidylabs HFTF ALGORITIMO IA BOT SidyLabs +41.89% 7.38% +11.83% +41.89% Subscribe Copy Add to watch
189,11007405,Vantage Markets Gold Scalper,https://www.myfxbook.com/members/EagleAI/vantage-markets-gold-scalper/11007405,EagleAI,Real (filter),,,40.87,10.98,11007405,Vantage Markets Gold Scalper EagleAI +40.87% 10.98% +1.60% +0.00% Subscribe Copy Add to watch
190,11691311,Liberty 2,https://www.myfxbook.com/members/monasa/liberty-2/11691311,monasa,Real (filter),,,39.9,35.12,11691311,Liberty 2 monasa +39.90% 35.12% +4.01% +27.00% Subscribe Copy Add to watch
191,8694856,FrankoScalp sets Samurai,https://www.myfxbook.com/members/sixth_sense/frankoscalp-sets-samurai/8694856,sixth_sense,Real (filter),,,39.63,21.1,8694856,FrankoScalp sets Samurai sixth_sense +39.63% 21.10% +0.52% -6.90% Subscribe Copy Add to watch
192,12010559,FOXENTRADE gbpjpy automated,https://www.myfxbook.com/members/dyoforex/foxentrade-gbpjpy-automated/12010559,dyoforex,Real (filter),,,39.44,14.85,12010559,FOXENTRADE gbpjpy automated dyoforex +39.44% 14.85% +2.55% -2.65% Subscribe Copy Add to watch
193,11662258,Bastille + Adicional EA,https://www.myfxbook.com/members/PorfolioFX/bastille--adicional-ea/11662258,PorfolioFX,Real (filter),,,39.11,10.8,11662258,Bastille + Adicional EA PorfolioFX +39.11% 10.80% +3.86% +23.45% Subscribe Copy Add to watch
194,11764051,CapitalAndino1,https://www.myfxbook.com/members/CapitalAndino1/capitalandino1/11764051,CapitalAndino1,Real (filter),,,38.98,45.74,11764051,CapitalAndino1 CapitalAndino1 +38.98% 45.74% +4.03% -0.28% Subscribe Copy Add to watch
195,11691285,Liberty 1,https://www.myfxbook.com/members/monasa/liberty-1/11691285,monasa,Real (filter),,,38.67,34.31,11691285,Liberty 1 monasa +38.67% 34.31% +3.89% +25.84% Subscribe Copy Add to watch
196,11691706,DarwinCopy,https://www.myfxbook.com/members/CopyTradeBG/darwincopy/11691706,CopyTradeBG,Real (filter),,,38.34,30.97,11691706,DarwinCopy CopyTradeBG +38.34% 30.97% +4.08% +22.49% Subscribe Copy Add to watch
197,11784035,KZ AI Reactor (Turbo) - EURUSD,https://www.myfxbook.com/members/Uttaya/kz-ai-reactor-turbo-eurusd/11784035,Uttaya,Real (filter),,,38.11,6.16,11784035,KZ AI Reactor (Turbo) - EURUSD Uttaya +38.11% 6.16% +5.51% +29.01% Subscribe Copy Add to watch
198,11738521,GridCloseSystem-MicroXM,https://www.myfxbook.com/members/gongzx/gridclosesystem-microxm/11738521,gongzx,Real (filter),,,36.98,12.98,11738521,GridCloseSystem-MicroXM gongzx +36.98% 12.98% +5.95% +19.62% Subscribe Copy Add to watch
199,11872923,Dark Gold EA Tradecopier,https://www.myfxbook.com/members/tradewithkinki/dark-gold-ea-tradecopier/11872923,tradewithkinki,Real (filter),,,35.85,22.74,11872923,Dark Gold EA Tradecopier tradewithkinki +35.85% 22.74% +7.99% +35.87% Subscribe Copy Add to watch
200,11753451,QuantX,https://www.myfxbook.com/members/PaulYeh/quantx/11753451,PaulYeh,Real (filter),,,35.56,31.84,11753451,QuantX PaulYeh +35.56% 31.84% +4.12% +13.69% Live update Subscribe Copy Add to watch
201,11779042,Jupiter Kashaf,https://www.myfxbook.com/members/asbarali/jupiter-kashaf/11779042,asbarali,Real (filter),,,34.49,46.36,11779042,Jupiter Kashaf asbarali +34.49% 46.36% +4.75% -1.99% Subscribe Copy Add to watch
202,11907919,Aureus Gold EA,https://www.myfxbook.com/members/tankbeta/aureus-gold-ea/11907919,tankbeta,Real (filter),,,34.4,12.67,11907919,Aureus Gold EA tankbeta +34.40% 12.67% +10.96% +34.38% Subscribe Copy Add to watch
203,11823256,Brick Gold,https://www.myfxbook.com/members/mandadapu/brick-gold/11823256,mandadapu,Real (filter),,,34.29,23.57,11823256,Brick Gold mandadapu +34.29% 23.57% +8.33% +19.50% Subscribe Copy Add to watch
204,11875122,Money Box Final v2.0 REAL,https://www.myfxbook.com/members/FX_SIGNALS_VIP/money-box-final-v20-real/11875122,FX_SIGNALS_VIP,Real (filter),,,34.09,22.7,11875122,Money Box Final v2.0 REAL FX_SIGNALS_VIP +34.09% 22.70% +7.75% +12.86% Subscribe Copy Add to watch
205,11518527,Gold Breaker HW 10K,https://www.myfxbook.com/members/tomkenzie/gold-breaker-hw-10k/11518527,tomkenzie,Real (filter),,,32.88,12.47,11518527,Gold Breaker HW 10K tomkenzie +32.88% 12.47% +2.08% -0.86% Subscribe Copy Add to watch
206,11819758,Steady And Consistent,https://www.myfxbook.com/members/derotsar/steady-consistent/11819758,derotsar,Real (filter),,,32.62,12.33,11819758,Steady And Consistent derotsar +32.62% 12.33% +2.24% +11.16% Subscribe Copy Add to watch
207,11938355,SP500 Basket,https://www.myfxbook.com/members/MarcS83/sp500-basket/11938355,MarcS83,Real (filter),,,32.39,4.97,11938355,SP500 Basket MarcS83 +32.39% 4.97% +3.83% +16.14% Subscribe Copy Add to watch
208,10647939,珀旋資本有限合夥,https://www.myfxbook.com/members/seanpai/珀旋資本有限合夥/10647939,seanpai,Real (filter),,,31.7,36.92,10647939,珀旋資本有限合夥 seanpai +31.70% 36.92% +1.00% +12.34% Subscribe Copy Add to watch
209,11896297,Alpha Trade Bot Icmarkets,https://www.myfxbook.com/members/Osama007700/alpha-trade-bot-icmarkets/11896297,Osama007700,Real (filter),,,31.05,1.9,11896297,Alpha Trade Bot Icmarkets Osama007700 +31.05% 1.90% +6.95% +31.07% Subscribe Copy Add to watch
210,11481253,AI Trader 2.0,https://www.myfxbook.com/members/rozirozi3/ai-trader-20/11481253,rozirozi3,Real (filter),,,30.81,36.59,11481253,AI Trader 2.0 rozirozi3 +30.81% 36.59% +1.72% -15.88% Subscribe Copy Add to watch
211,11764269,ALGO TIX Copytrade,https://www.myfxbook.com/members/ferreiradaniel/algo-tix-copytrade/11764269,ferreiradaniel,Real (filter),,,30.34,28.94,11764269,ALGO TIX Copytrade ferreiradaniel +30.34% 28.94% +4.10% +18.93% Subscribe Copy Add to watch
