date,LETF_vs_QQQ,LETF_vs_GLD,QQQ_vs_GLD
2005-07-11,0.5543483164157377,-0.24253065172569363,-0.024936983712418263
2005-07-12,0.5617392503491078,-0.23931320444462234,-0.016587880832262966
2005-07-13,0.5623515010619011,-0.23419487474315742,-0.027124928276774936
2005-07-14,0.5640396429540178,-0.2358886214981693,-0.03486678222142104
2005-07-15,0.5593835550855275,-0.23609633040669492,-0.03311103453985089
2005-07-18,0.56692568464156,-0.23618251888770045,-0.03506619767670794
2005-07-19,0.5755972647705101,-0.2310621215341469,-0.027750578721427503
2005-07-20,0.5773955786097705,-0.22861354961216485,-0.023721617032512795
2005-07-21,0.5699317804096736,-0.22787902332936813,-0.023592960029882818
2005-07-22,0.5530227427248093,-0.22132220721890408,-0.024221925048550055
2005-07-25,0.5583810788037467,-0.22178103712671118,-0.026029730980384476
2005-07-26,0.5569734421185139,-0.22117837329475615,-0.02400711410171276
2005-07-27,0.5592058047479032,-0.21864194281185406,-0.019843151543620076
2005-07-28,0.5631701212979463,-0.21302861747625504,-0.017347961234836944
2005-07-29,0.583197456954728,-0.2121800417815774,-0.021078937788646817
2005-08-01,0.5811466635092002,-0.21243270984052642,-0.020143389047557796
2005-08-02,0.5897599864571179,-0.2074888555511361,-0.014415981615150173
2005-08-03,0.5989776027288,-0.212202325733119,-0.014651608267112
2005-08-04,0.6214702057847472,-0.21054467405386124,-0.01876653494140796
2005-08-05,0.6298593929660807,-0.20960627985986213,-0.02087725261950278
2005-08-08,0.6385370949400548,-0.21449302383622681,-0.02357173438989467
2005-08-09,0.630303848142592,-0.20900159188848183,-0.02357173438989467
2005-08-10,0.6356506256259108,-0.21267228697082502,-0.02357173438989467
2005-08-11,0.6319976247966826,-0.1327924221161208,-0.03113871405522803
2005-08-12,0.6404595955399327,-0.1371592497560214,-0.03404213623209511
2005-08-15,0.6413336585072946,-0.16339714028752478,-0.030451958955309576
2005-08-16,0.6057262102477231,-0.24652994843427664,-0.034896024578468444
2005-08-17,0.5787845512567005,-0.22937748897937021,-0.03190696870623774
2005-08-18,0.5743501826464869,-0.23086738542177987,-0.034712219040484944
2005-08-19,0.5804678548408959,-0.23398418254609846,-0.035082848293961
2005-08-22,0.5743869901699631,-0.2379341228494332,-0.03736081796514656
2005-08-23,0.5815133844569073,-0.2397727743084254,-0.038636384877772344
2005-08-24,0.5679950225854898,-0.21228401676109238,-0.03683098090424831
2005-08-25,0.5571756441815596,-0.20573449476123165,-0.04173135500940752
2005-08-26,0.5492044128419432,-0.1932564793591058,-0.04187037954041655
2005-08-29,0.5358747125452514,-0.1917348155574094,-0.04066709458070794
2005-08-30,0.511887784149154,-0.14648040140692292,-0.04334793986324361
2005-08-31,0.4922926241036412,-0.06753311735093433,-0.04526216547788166
2005-09-01,0.4842163774852921,-0.070804046858212,-0.038429986968203995
2005-09-02,0.48406813495213785,-0.071654746834534,-0.038493434511235256
2005-09-06,0.48318763567928696,-0.06490827659119024,-0.037808000088695774
2005-09-07,0.48107800242496085,-0.06359267582991812,-0.03757703290051745
2005-09-08,0.4724632891053344,-0.0757417729117591,-0.039509874939967514
2005-09-09,0.4682510430840283,-0.05121718367481178,-0.04074083056930123
2005-09-12,0.4627435591761225,-0.05292665277251082,-0.040623465950129334
2005-09-13,0.47800137573859325,-0.0312941272497241,-0.02641679732603002
2005-09-14,0.4771008166543374,-0.04790326180365342,-0.09109528433516442
2005-09-15,0.47608663901578235,-0.050680707162392855,-0.09315224235617904
2005-09-16,0.4906796718228239,-0.023264405410613132,-0.05773135583309632
2005-09-19,0.49439675195236915,-0.03728680523478273,-0.09650820094875591
2005-09-20,0.5037656450496677,-0.03365017910862638,-0.09416865089929186
2005-09-21,0.501609155911907,-0.0961721080994849,-0.10156552255368506
2005-09-22,0.44928408976090667,-0.09010993832369936,-0.07434376430775656
2005-09-23,0.42805495198917676,-0.10137392815479354,-0.08963929811270328
2005-09-26,0.4281272654256931,-0.09896893082740667,-0.08950570316602463
2005-09-27,0.43572529196511883,-0.06346554844372626,-0.09073021812527093
2005-09-28,0.43635263344458763,-0.05486943909056723,-0.08948673238310417
2005-09-29,0.4325520547670108,-0.04862658301662438,-0.09005776865038395
2005-09-30,0.43245308939792765,-0.042609754935097194,-0.09423144399497735
2005-10-03,0.43789991990833405,0.003525263172677435,-0.09563560972788407
2005-10-04,0.4317364192472839,-0.0011120988935885683,-0.09577296628724194
2005-10-05,0.4289949010212321,0.0047190885562322805,-0.09537437064384728
2005-10-06,0.4440999239093287,0.020590920036586517,-0.09211698986738127
2005-10-07,0.44765061578109927,0.009218924765425662,-0.09228315463705372
2005-10-10,0.44446732724747334,0.007826182106042813,-0.09474248890152172
2005-10-11,0.4433068000940266,0.01314473602195335,-0.08537268096055584
2005-10-12,0.43725773248255545,0.016301094477945307,-0.07220035882086029
2005-10-13,0.4406321093727066,0.016394234174385156,-0.0701115547460219
2005-10-14,0.43464570083547976,0.014046807542249046,-0.07348714086835612
2005-10-17,0.41981060843217133,0.017619991336935332,-0.06891843947580557
2005-10-18,0.41335422108589676,0.018585719222066515,-0.06669095924863144
2005-10-19,0.42046195484563964,0.014033846793426107,-0.06805587906354113
2005-10-20,0.431975418000472,0.015565606853335521,-0.07008361738352781
2005-10-21,0.4285336794676239,0.015792095843947196,-0.06903978510133688
2005-10-24,0.42854471806175315,0.015905844897455664,-0.06804804519181112
2005-10-25,0.42150938143109656,0.01908215438678241,-0.060243488872933584
2005-10-26,0.40120146177682425,0.021757412185674622,-0.05885108334585768
2005-10-27,0.37595452827065523,0.019678151872429234,-0.06717459120685605
2005-10-28,0.37910569549632955,0.019432758654670913,-0.06558719456212382
2005-10-31,0.35105265053824986,0.018748387063424826,-0.07111383935581578
2005-11-01,0.35275449102254,0.008279734971717767,-0.07558939781610752
2005-11-02,0.3906911848747036,0.002474881329383289,-0.08270492442596326
2005-11-03,0.35832485687279986,-0.0009223769799069193,-0.07785791190197373
2005-11-04,0.3502005840984374,-0.0010970175202910202,-0.08466200230098064
2005-11-07,0.35587973264969114,0.0004697374797128386,-0.08520096130303481
2005-11-08,0.35583269878857493,0.00031773643932134747,-0.08532581251605897
2005-11-09,0.35859999891145866,-0.025701457380808396,-0.08627482690580902
2005-11-10,0.40245388867205995,-0.026317267661721974,-0.08261859272408234
2005-11-11,0.41360365814359656,-0.0065413867438798325,-0.08580158504518676
2005-11-14,0.43395530098541196,0.043687421071371677,-0.08446430903377103
2005-11-15,0.4434317234319863,0.043486998761524474,-0.08681077740727669
2005-11-16,0.44329793183565175,0.05637104290455887,-0.013582187174296684
2005-11-17,0.49049885486444217,0.10665690512668773,0.06898388442369259
2005-11-18,0.494572191733004,0.10378684641511153,0.0664810936091677
2005-11-21,0.49642263866340897,0.11877768029864273,0.0733339986921207
2005-11-22,0.5106951069916682,0.10833501837744919,0.07811322981783575
2005-11-23,0.5158119176896787,0.09555252904616925,0.07452791293526115
2005-11-25,0.5208730361027953,0.08374058340515828,0.07514308686990187
2005-11-28,0.5612062019264257,0.07590241162754074,0.051496510259754665
2005-11-29,0.5651009230262573,0.042344510054290595,0.04932176738284233
2005-11-30,0.6090016946683804,0.047247383630153975,0.07248133181790967
2005-12-01,0.6420362246827529,0.13242671035653564,0.2087737891507459
2005-12-02,0.6421011426306266,0.13189030097447563,0.20896313964098093
2005-12-05,0.6806681802438195,0.13560143215935253,0.1799832498119323
2005-12-06,0.6826731911417003,0.13601407856368283,0.17969421693095844
2005-12-07,0.6841550702456437,0.1237273086281507,0.17359808532282037
2005-12-08,0.7015121016044846,0.11034583946289972,0.14262151960146677
2005-12-09,0.7055891983615818,0.11597232309013035,0.14968635692310076
2005-12-12,0.7034115378820853,0.09409668791386623,0.14018137557816862
2005-12-13,0.7062598942384626,0.051159054313009704,0.14966589065339478
2005-12-14,0.6860949008040389,0.0175911701307207,0.18765639350615723
2005-12-15,0.6734569750443187,0.00360100594626124,0.17574792257538166
2005-12-16,0.6739349404878947,0.022437081943124347,0.21547265698998375
2005-12-19,0.6788846489744731,0.013889455856194423,0.19703889093021007
2005-12-20,0.6937466194856408,0.08306755689083456,0.21364990399660103
2005-12-21,0.697769359533211,0.10558146440915857,0.2106358676574328
2005-12-22,0.6874680570401238,0.12988002905657237,0.20147386996539265
2005-12-23,0.6879419295793944,0.12951942489563942,0.20398931690364958
2005-12-27,0.6578650774450889,0.07974252273265812,0.19824251024671732
2005-12-28,0.656278120156785,0.08677322995821873,0.19492282750146797
2005-12-29,0.6750300112406,0.07521420148280203,0.19730718966508556
2005-12-30,0.6730394013901416,0.08332571705526011,0.19560706761682184
2006-01-03,0.5891959624005477,0.2196560049118749,0.17383362452691933
2006-01-04,0.6079190163056213,0.22717867864754276,0.1730281185486543
2006-01-05,0.617367981009705,0.2184793825954342,0.17279610269038317
2006-01-06,0.6367514737158656,0.2737264521581053,0.268241561252735
2006-01-09,0.6371365434846343,0.2768963367429662,0.2753859317116395
2006-01-10,0.636786112888315,0.2745926470711424,0.2741803061990785
2006-01-11,0.6365114472020047,0.27720148289871666,0.28143884274727426
2006-01-12,0.6436909121011037,0.2787900109446895,0.28337298207739586
2006-01-13,0.6441023664809125,0.2632957049990579,0.271301306919177
2006-01-17,0.6489618716434545,0.2665845575884811,0.2765365526821898
2006-01-18,0.655879442127225,0.28815997567862794,0.3137397038722131
2006-01-19,0.6579087952456283,0.2950739343615147,0.33063028924502047
2006-01-20,0.6245243255633086,0.30942072457548053,0.33884659301703174
2006-01-23,0.6213095649403725,0.312994015797548,0.3352065827394149
2006-01-24,0.6208791368987243,0.3164824631657581,0.3399446378153231
2006-01-25,0.6205456449873176,0.31531788105054687,0.337470792811252
2006-01-26,0.6138670901922773,0.3091996988939199,0.3443671936451711
2006-01-27,0.5973923690861108,0.2863093442495725,0.3443577380971594
2006-01-30,0.5974247853075981,0.2740517143606199,0.3352918921698458
2006-01-31,0.5901370566341871,0.27343088803012244,0.3353775088046535
2006-02-01,0.5811527313372459,0.2679386383960382,0.3393755906803129
2006-02-02,0.565463088049991,0.25849242106510906,0.33917601549546944
2006-02-03,0.5414468181663205,0.28510538960391874,0.35685007815746767
2006-02-06,0.5444187320581176,0.2892116822465016,0.388384924323844
2006-02-07,0.5401215199569893,0.34291762757933403,0.36183594386575946
2006-02-08,0.5283186410572362,0.34052962386962327,0.36210191074284387
2006-02-09,0.5282517918698018,0.3203936800029369,0.34998707572037485
2006-02-10,0.5277797696716318,0.3021136164675955,0.340700145832225
2006-02-13,0.511169538805156,0.3124933754881414,0.349587899600752
2006-02-14,0.4956146098689293,0.3025504383436095,0.3515366953288916
2006-02-15,0.49414958500549266,0.30022776572145293,0.35158128032404906
2006-02-16,0.4820236935029446,0.293467626492001,0.3518781134483822
2006-02-17,0.48269578592723483,0.2947387308285818,0.33431482814236824
2006-02-21,0.4547858345311917,0.27930401467056265,0.31323746934039465
2006-02-22,0.44802755049587045,0.27767363204173734,0.3163019679656989
2006-02-23,0.44465543185504347,0.2717091813888338,0.3125622339599241
2006-02-24,0.43992503473895384,0.2678327596881077,0.3093977991457603
2006-02-27,0.4362911497238834,0.2753915475137021,0.31343321317055567
2006-02-28,0.4264823067788964,0.2720202438138598,0.31178497414819933
2006-03-01,0.4002836794595602,0.2770172665621366,0.33155620858149454
2006-03-02,0.3994992440376331,0.2772750555204198,0.33439326713096923
2006-03-03,0.39267224958856833,0.2633557128226492,0.32817086140415913
2006-03-06,0.3391516494394159,0.23091281587329762,0.26606571332844237
2006-03-07,0.33812967336989525,0.2308287836519935,0.2653346020161729
2006-03-08,0.3356112579823547,0.2356398610478989,0.29316122900226976
2006-03-09,0.329794096739611,0.23409553006471748,0.2935038081524267
2006-03-10,0.32028495758933256,0.24081516165561984,0.29924605066791254
2006-03-13,0.32412034327243777,0.2444629874109663,0.33639950243027184
2006-03-14,0.31467987737368047,0.23545541905442674,0.32853890430241245
2006-03-15,0.31559792206962584,0.2343089554540143,0.3278153737392236
2006-03-16,0.30214351857041116,0.26407159745495784,0.3663000251985411
2006-03-17,0.3133221658552174,0.2950971880816247,0.34982680378699466
2006-03-20,0.3188437034798994,0.2937159649643385,0.3529817213854039
2006-03-21,0.30681702415430384,0.29021223920471667,0.3529491326221887
2006-03-22,0.2834230237631034,0.29094127510020007,0.39725467106437407
2006-03-23,0.28337214975266584,0.30438091490501074,0.4109891144482349
2006-03-24,0.2835329810212686,0.30368122038826423,0.4121682258981904
2006-03-27,0.28547506482477153,0.2934680858723385,0.41887521613776235
2006-03-28,0.28370512203112086,0.2925414811531088,0.41887559046975475
2006-03-29,0.2865617703551064,0.32221718504283753,0.4220543256114378
2006-03-30,0.28688411014452864,0.29507420289140257,0.4117672078479656
2006-03-31,0.2878871342470801,0.29470227700086804,0.40999919709482185
2006-04-03,0.28954415925630783,0.2963147689288809,0.40898357965351884
2006-04-04,0.3090371689218575,0.19629654426027268,0.43494035091535277
2006-04-05,0.31589323415803067,0.19726420598460775,0.43313867992597815
2006-04-06,0.3108218642767526,0.19710428744169717,0.4480015757559936
2006-04-07,0.32860546323148493,0.1815663782030267,0.3710832754148233
2006-04-10,0.32251504261529024,0.17707430601784627,0.3262324931296754
2006-04-11,0.36082746409511496,0.2007305159730431,0.3561949728639878
2006-04-12,0.3607621854225105,0.19761945039994971,0.3439958502009519
2006-04-13,0.33824601334250737,0.1956054901532064,0.3406136833868226
2006-04-17,0.33820455792347587,0.1918890550035813,0.3148810992700806
2006-04-18,0.3201244131848991,0.2237016663732644,0.31310999496449904
2006-04-19,0.32306098432657115,0.2094446132856451,0.24807476443152932
2006-04-20,0.32400740862308625,0.16686906272182092,0.15380075567842091
2006-04-21,0.2708728743426615,0.1339409542428225,0.13394939285163918
2006-04-24,0.2703416786630376,0.13848264025348256,0.12862653926321183
2006-04-25,0.268164318170143,0.1182315688409427,0.12785269536632662
2006-04-26,0.2680847126660937,0.11627300154523648,0.12748167896283472
2006-04-27,0.2684423964563661,0.1110816980201965,0.1265551848484542
2006-04-28,0.272572561108091,0.1380981923944295,0.12310938773129992
2006-05-01,0.26662015468073286,0.14196367471867719,0.12375330983155194
2006-05-02,0.26917269683128997,0.16696454939043096,0.12282465219659329
2006-05-03,0.2695566702235964,0.17262271930785622,0.12272804606242359
2006-05-04,0.28177074272135655,0.19517347741837884,0.12238314793231134
2006-05-05,0.28097576496768556,0.19131627081391936,0.12352279749407226
2006-05-08,0.2804132970499914,0.19351741798271316,0.1227115660309487
2006-05-09,0.28937340528365446,0.1265474041875845,0.12991026325969196
2006-05-10,0.293741032713941,0.12423996583044476,0.12994172692831601
2006-05-11,0.27926319411416467,0.11444573184572304,0.13154983481396984
2006-05-12,0.26429925645563784,0.12561072851798702,0.13749856202786884
2006-05-15,0.2649435899546172,0.08534086750472966,0.12332637804213978
2006-05-16,0.2704327366045542,0.08729198197087965,0.12318329894482447
2006-05-17,0.260148681393626,0.10777947498945961,0.12247656229120121
2006-05-18,0.2629477735633526,0.11267944662342168,0.12127765269569832
2006-05-19,0.26376152428792454,0.10753165958124163,0.1161147462792473
2006-05-22,0.2644870049637111,0.1064594708957489,0.11576963403740227
2006-05-23,0.26631099785625484,0.10970656149781555,0.11575381494853049
2006-05-24,0.26663289532786816,0.10371188756381461,0.10919281934881521
2006-05-25,0.26680429897196895,0.10484512124817373,0.1094260292778652
2006-05-26,0.26595563781520537,0.10765601690290828,0.10965491809593637
2006-05-30,0.27338563845844,0.10691582073301621,0.10966378485327148
2006-05-31,0.27832340160936947,0.11193576708543597,0.108282081523321
2006-06-01,0.2735025647188805,0.07675006900876855,0.10625541640569736
2006-06-02,0.27580468095508415,0.07507425944704119,0.10625541640569736
2006-06-05,0.2773678695033701,0.07472149992257343,0.10625541640569736
2006-06-06,0.2778205224043945,0.07429805436165253,0.10625541640569736
2006-06-07,0.2778196058415618,0.07501931955365367,0.10625541640569736
2006-06-08,0.28257592112105845,0.07394714136034274,0.10625541640569736
2006-06-09,0.2885369452996209,0.07890266755644247,0.10625541640569736
2006-06-12,0.28854127732720447,0.07956887455612728,0.10625541640569736
2006-06-13,0.2970992878012672,0.08582985767352054,0.10625541640569736
2006-06-14,0.2984637516852409,0.08789778308631159,0.10625541640569736
2006-06-15,0.2986400728321642,0.08872423926457207,0.10625541640569736
2006-06-16,0.2986151946190606,0.08902613438696583,0.10625541640569736
2006-06-19,0.299060540152174,0.08854104732184269,0.10625541640569736
2006-06-20,0.30388248992514283,0.08754453286087875,0.10625541640569736
2006-06-21,0.30699992616911415,0.09080151802612786,0.10625541640569736
2006-06-22,0.30772289052168206,0.09020025599289164,0.10625541640569736
2006-06-23,0.30769105104398864,0.09048262702669621,0.10625541640569736
2006-06-26,0.3081115668921943,0.09002950979466373,0.10625541640569736
2006-06-27,0.31317735677495945,0.08907184504973248,0.10625541640569736
2006-06-28,0.3168009228861979,0.09259887655514847,0.10625541640569736
2006-06-29,0.2834382418993878,0.0863363124923275,0.10698094737803653
2006-06-30,0.28341514004976476,0.08657676157330943,0.1076684223548498
2006-07-03,0.2829798246600638,0.08632853284152889,0.1074680117301828
2006-07-05,0.28156549979615236,0.09230749721940872,0.10761267540426772
2006-07-06,0.28169826567248657,0.08903625891400395,0.10499466951541384
2006-07-07,0.29298355801122017,0.09190872679666878,0.09073807915630361
2006-07-10,0.17088090903565079,0.06900537837071177,0.026062137276702823
2006-07-11,0.17735910317347162,0.0643622992279379,0.04512154307081694
2006-07-12,-0.032313256660888634,0.04683039503004731,-0.06866736951358943
2006-07-13,-0.03392779326488576,0.045243444781282394,-0.07091364685542752
2006-07-14,0.020707215254749976,0.04540939173167658,-0.20797447087808738
2006-07-17,,0.05088907791836188,
2006-07-18,,0.013624868061574138,
2006-07-19,,0.0015804464775591343,
2006-07-20,,0.015502461277909612,
2006-07-21,,0.016217784707915642,
2006-07-24,,0.003199349944376051,
2006-07-25,,0.02521568962792159,
2006-07-26,,0.025624193902473662,
2006-07-27,,0.0404672525966494,
2006-07-28,,0.010572765616070935,
2006-07-31,,0.014646817905178265,
2006-08-01,,-0.036589867324494596,
2006-08-02,,-0.035360268501276666,
2006-08-03,,-0.05235206204640421,
2006-08-04,,-0.07950910398068124,
2006-08-07,,-0.08287761473026782,
2006-08-08,,-0.11273057610010007,
2006-08-09,,-0.11295090166508293,
2006-08-10,,-0.06668257238222462,
2006-08-11,,-0.05727490598359473,
2006-08-14,,-0.03094131275119278,
2006-08-15,0.348813221699516,-0.0020059189753037416,0.024225209718157076
2006-08-16,0.4231913515395116,-0.035896239353511085,0.03188423551996587
2006-08-17,0.4251084438380417,-0.040430022323748815,0.030195749156560918
2006-08-18,0.42387998715946146,-0.06300555527017661,0.020766032791569373
2006-08-21,0.4482592304749117,-0.06696792380659164,0.014439951305277443
2006-08-22,0.4480745474374319,-0.060305648866458575,0.02337016548878328
2006-08-23,0.4596425161167704,-0.1441801047466211,0.00959921724725171
2006-08-24,0.45412429133036997,-0.1455361791065029,0.018794281404313204
2006-08-25,0.4586962350218945,-0.1844256991467765,0.02557860133353916
2006-08-28,0.46963237779402073,-0.178821544567517,0.029971876430784413
2006-08-29,0.4686225232925977,-0.24436561432389792,0.02257441744963212
2006-08-30,0.4855026659880781,,
2006-08-31,0.4877593697609877,,
2006-09-01,0.49767252234858184,,
2006-09-05,0.49032584401319323,,
2006-09-06,0.5530681075672034,,
2006-09-07,0.5620820441079063,,
2006-09-08,0.5640827427918833,,
2006-09-11,0.5602870442223721,,
2006-09-12,0.5978719870140202,,
2006-09-13,0.6013938756475643,,
2006-09-14,0.6011120176077915,,
2006-09-15,0.6013998186884849,,
2006-09-18,0.6005661667480025,,
2006-09-19,0.6059046980153546,,
2006-09-20,0.6114654573480062,,
2006-09-21,0.6208698160052611,,
2006-09-22,0.627077271819687,,
2006-09-25,0.6423418203021485,,
2006-09-26,0.6407017642574651,,
2006-09-27,0.6395899623819302,,
2006-09-28,0.7515271702622028,,
2006-09-29,0.7517558695065466,,
2006-10-02,0.7627213428866316,,
2006-10-03,0.774558040649608,,
2006-10-04,0.8031147095146053,,
2006-10-05,0.8075541859152062,,
2006-10-06,0.8088408569740377,,
2006-10-09,0.8155800244026687,,
2006-10-10,0.816042383263599,,
2006-10-11,0.8166538649809302,,
2006-10-12,0.8257747256668654,,
2006-10-13,0.8257929790569607,,
2006-10-16,0.8250092781287296,,
2006-10-17,0.8273651103266477,,
2006-10-18,0.8223981224490459,,
2006-10-19,0.8221952218918361,,
2006-10-20,0.8213742507111562,,
2006-10-23,0.8258096703529242,,
2006-10-24,0.8102226812039965,,
2006-10-25,0.8109865059607259,,
2006-10-26,0.8478215166277026,,
2006-10-27,0.8561652379908812,,
2006-10-30,0.8583813485049037,,
2006-10-31,0.8756330267530626,,
2006-11-01,0.8850174650963821,,
2006-11-02,0.8855674579157743,,
2006-11-03,0.8880402992214897,-0.08612574564810911,-0.06848233389040796
2006-11-06,0.8930136559574657,-0.2855501515931285,-0.18184910061120563
